date,city,LWdown_f_tavg,Psurf_f_tavg,Qair_f_tavg,RadT_tavg,Rainf_f_tavg,SnowCover_inst,SnowDepth_inst,Snowf_tavg,SoilMoi00_10cm_tavg,SoilMoi10_40cm_tavg,SoilMoi100_200cm_tavg,SoilMoi40_100cm_tavg,SoilTemp00_10cm_tavg,SoilTemp10_40cm_tavg,SoilTemp10_40cm_tavg,SoilTemp100_200cm_tavg,SoilTemp40_100cm_tavg,SWdown_f_tavg,SWE_inst,Swnet_tavg,Tair_f_tavg,Wind_f_tavg
19-04-01,Bhopal,355.5598220825196,95322.11699695121,0.005426673284387292,307.19169166999137,2.2244099746911355E-6,0.0,0.0,0.0,0.15942154494606384,0.14753976524845372,0.37478998842520445,0.14851708772281805,306.6944894247908,304.74909994854187,304.74909994854187,297.8665722792711,301.52444591367146,306.3191179104937,0.0,262.71007556450076,305.14044704282185,4.958926560917521
19-05-01,Bhopal,375.4246445632562,95082.94744823423,0.007088318808814434,309.78732154039835,2.0083158813134737E-9,0.0,0.0,0.0,0.15184330531373255,0.1462517058764531,0.37472510925395697,0.1470465838030829,309.408250328002,307.95255980452856,307.95255980452856,301.2728919672773,305.11411914980505,322.7980511983235,0.0,276.46877611361873,306.9537716997348,6.125088627260874
19-06-01,Bhopal,412.0881303926793,94719.39241933434,0.012114563103144368,309.95253874615935,2.7616313687995136E-5,0.0,0.0,0.0,0.18075609435819517,0.15018661547361348,0.37466131199181557,0.1462559538734395,309.8490495449159,309.30204596170563,309.30204596170563,304.13466210093924,307.5694273661792,291.8087252795211,0.0,250.66314123510344,307.20483720981014,5.826847416598622
19-07-01,Bhopal,410.7397357971687,94626.23224720528,0.01833407003129643,300.23980365536073,1.8091331834349273E-4,0.0,0.0,0.0,0.36542796488942164,0.37737363422425785,0.3856692983488726,0.343122151839297,300.49036878880446,301.4585020173856,301.4585020173856,303.6513497577449,302.7164560023362,212.46639586658014,0.0,178.1765095005191,300.10239897317035,6.3652753873569194
19-08-01,Bhopal,411.4035004096303,94679.10321392276,0.01883470363029074,297.90667746319036,2.469162945925472E-4,0.0,0.0,0.0,0.4303283997304071,0.43313064395896794,0.4612793371808238,0.44033791727530275,298.2142480059367,299.4069548195939,299.4069548195939,301.4843184308308,300.46011594446696,185.3187396662022,0.0,154.91939260901475,298.3660797181168,6.403036376325095
19-09-01,Bhopal,413.00592661291597,95032.94277184957,0.018796590531653747,297.77005488698074,2.477533176508912E-4,0.0,0.0,0.0,0.4345982584466294,0.43735114845439665,0.4679693367059638,0.44494406621509447,297.98714930836746,298.7738051685861,298.7738051685861,299.9111270439335,299.3040532367985,155.14225306937368,0.0,132.0036404539899,298.4052673277816,4.5418008430217345
19-10-01,Bhopal,376.5243516627366,95716.49408504827,0.013446775881187398,295.4575410238126,2.1555770738969598E-5,0.0,0.0,0.0,0.3939462768413672,0.4003620055632862,0.43872745647057276,0.41349651404028015,295.77945253325674,297.002577122634,297.002577122634,298.8134109993291,297.93995021416885,205.83571955052815,0.0,178.25817638490255,296.5846132107866,2.968943936068837
19-11-01,Bhopal,348.20776106671576,95887.63866393548,0.011172955131680682,293.82542379115654,2.6413146963847346E-6,0.0,0.0,0.0,0.32818168737902864,0.3513238669592675,0.39287943214299237,0.3692234716703736,294.12254262164356,295.2210678782889,295.2210678782889,297.40173231295444,296.25234163485896,184.52847473020475,0.0,160.07775788966234,294.48282003015044,3.29476662089185
19-12-01,Bhopal,313.2295351726253,96065.97164792937,0.008190421304264207,289.77476275064106,3.214735652067972E-6,0.0,0.0,0.0,0.23948342024492536,0.32174884730843994,0.37181317772928285,0.33772638733915206,290.36074912838814,292.47722514082744,292.47722514082744,295.70541025177255,294.0429682227654,171.2776930274033,0.0,147.9753250804374,289.46649718866115,4.468030230301182
20-01-01,Bhopal,304.23850882925643,96000.649660188,0.006721812584323855,288.6490512940942,5.366006514041663E-6,0.0,0.0,0.0,0.2431349586998302,0.29097750374093284,0.3612272119134422,0.30600263172291153,288.96493995480415,290.2816345400926,290.2816345400926,293.5505752253339,291.6002373113865,183.60462329833484,0.0,158.108432056458,288.87869126234597,4.734420183712874
20-02-01,Bhopal,299.4969615471072,96015.77728817327,0.0052317516107823914,292.55190965605937,1.3384071269520753E-7,0.0,0.0,0.0,0.1911547142345973,0.24384129115539357,0.35756145214767954,0.25615342558036003,292.3899348499329,291.98073968654734,291.98073968654734,292.6550568061146,291.9624718146596,240.12372697659623,0.0,206.88888241217387,292.4684849560746,4.6756498125510495
20-03-01,Bhopal,335.9680474133995,95655.44062817581,0.006354443941405421,298.5905267979071,5.627427041846699E-6,0.0,0.0,0.0,0.17641751180455933,0.20528541017717464,0.35696534642843697,0.21390023277845327,298.22042700914824,296.784538579181,296.784538579181,294.0172165661323,295.22753254960224,258.33894481503864,0.0,222.9798661673941,297.464729774289,4.6438486421011325
20-04-01,Bhopal,359.04921480504476,95444.07836318597,0.006038416516342451,306.14936611516686,2.2966364460964624E-7,0.0,0.0,0.0,0.17085476604297878,0.19051458759278783,0.3568346099398,0.1960659701437727,305.58619457337915,303.4683899297947,303.4683899297947,297.15114866427285,300.3904310707154,302.2599468696408,0.0,259.23446979367634,304.0172737865913,5.097432648747918
20-05-01,Bhopal,380.40615087989875,95053.08995490345,0.007354770139677496,310.00474473906723,2.3370123042185713E-6,0.0,0.0,0.0,0.1582521761245117,0.18382831287335574,0.3567723139999358,0.1888185826440652,309.5674607811905,307.8595079871697,307.8595079871697,301.1889636962395,304.930747489619,320.43922442924685,0.0,274.45414634642555,307.47795120487365,5.822031874966816
20-06-01,Bhopal,405.57706925927135,94809.18172002031,0.015958022538239393,302.97431499202065,7.836609461449598E-5,0.0,0.0,0.0,0.2914272748781898,0.2527584536228238,0.3567226660263732,0.1946481944220822,303.1434152494601,303.7190623399688,303.7190623399688,303.34212627255823,304.15009915731787,234.28409607429816,0.0,201.26019673231167,301.7390716056513,5.532256206361258
20-07-01,Bhopal,410.3662550391221,94773.96062785822,0.01813582230995341,300.56904378751426,7.96700976609169E-5,0.0,0.0,0.0,0.3562269422218083,0.35912074233458297,0.3550892578271347,0.32832996959124156,300.65776958310505,301.01497526091293,301.01497526091293,302.0990265947047,301.52123834253325,223.50821487302701,0.0,187.49357369275594,300.260702706934,4.988656221366511
20-08-01,Bhopal,413.39212029930053,94626.46464526169,0.018656129271125168,298.6193979464896,1.9571409125720542E-4,0.0,0.0,0.0,0.4061426314396586,0.4063621681274438,0.39817550881364483,0.40238926262874913,298.84941544571547,299.7053551402518,299.7053551402518,300.8566946014156,300.3527709526744,194.09351334920743,0.0,162.29648190009885,299.0314580715768,5.916039233285236
20-09-01,Bhopal,407.56007478295294,95039.75756637446,0.017330385150191023,298.3935332879788,9.346665608130181E-5,0.0,0.0,0.0,0.41774027104057915,0.4217310141378302,0.4567684496684773,0.43157856759986263,298.5141471614682,298.97504846836495,298.97504846836495,299.7462477645253,299.32362694468924,225.9374030043439,0.0,192.14833699978462,299.342039154797,3.961174136254845
20-10-01,Bhopal,372.97240069629703,95343.99356897867,0.0124415872340295,296.665989573409,4.4920030448123935E-6,0.0,0.0,0.0,0.3600118822016851,0.37489799564568005,0.41739330464989194,0.39119900781206973,296.93449107224376,297.80345119693413,297.80345119693413,298.91006547261054,298.37626740990606,219.85410912056278,0.0,190.377955289391,298.3203044053985,3.3968639366510436
